source_user_id,source_username,source_instance,target_user_id,created_at,snapshot,edge_type
109258636566275551,HistoPol,mastodon.social,109865533521250937,2023-05-23T23:44:16.309Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,109248526312770186,2023-04-30T00:23:42.655Z,Snapshot 2 — Post Settling (2023),reply
109322529605953072,EvilKiru,techhub.social,109289656284922423,2023-04-29T05:30:43.000Z,Snapshot 2 — Post Settling (2023),reply
44081,bison,mastodon.social,1,2023-04-29T01:23:08.349Z,Snapshot 2 — Post Settling (2023),reply
110217416382707977,eziner,mastodon.social,109726435281568864,2023-04-23T13:18:51.280Z,Snapshot 2 — Post Settling (2023),reply
109247437714925535,dokmz,mastodon.social,109773257788538339,2023-04-08T18:29:18.915Z,Snapshot 2 — Post Settling (2023),reply
109835456111701732,novelx456,indieauthors.social,116086777439667102,2026-02-20T08:52:48.000Z,Snapshot 3 — Current State (2024–2026),reply
109367854293024596,Neo2415,techhub.social,110963130799999910,2024-10-07T22:59:41.000Z,Snapshot 3 — Current State (2024–2026),reply
112512101318662259,athensByNight,transfem.social,110603127131507646,2024-05-23T12:22:18.304Z,Snapshot 3 — Current State (2024–2026),reply
109362756966520946,BakerRL75,m.ai6yr.org,109521008077188817,2023-11-07T10:20:30.000Z,Snapshot 2 — Post Settling (2023),reply
110750572032750560,Twinkworshiper88,bark.lgbt,110914189685438452,2023-08-19T11:37:12.000Z,Snapshot 2 — Post Settling (2023),reply
110724451828285445,tobleh,sakurajima.moe,110854128484294329,2023-08-08T14:30:15.000Z,Snapshot 2 — Post Settling (2023),reply
110750572032750560,Twinkworshiper88,bark.lgbt,110771369524675846,2023-07-25T08:15:29.000Z,Snapshot 2 — Post Settling (2023),reply
110724451828285445,tobleh,sakurajima.moe,109276963897542885,2023-07-24T18:14:41.000Z,Snapshot 2 — Post Settling (2023),reply
110724451828285445,tobleh,sakurajima.moe,109276963897542885,2023-07-24T18:06:28.000Z,Snapshot 2 — Post Settling (2023),reply
110646351932192462,MonstrousJaffa,kinkyelephant.com,109301777160694599,2023-07-06T20:04:42.000Z,Snapshot 2 — Post Settling (2023),reply
110527876241561715,silvercloudfox,libranet.de,109672794902890327,2023-07-02T15:41:48.000Z,Snapshot 2 — Post Settling (2023),reply
110119943596787643,EllieK,mstdn.ca,110643918059405938,2023-07-02T22:31:35.000Z,Snapshot 2 — Post Settling (2023),reply
108198715252709753,SeanPLynch,mastodon.social,110625696250895508,2023-07-01T19:33:02.133Z,Snapshot 2 — Post Settling (2023),reply
109304863828266555,Edelruth,mastodon.online,109292611493432745,2023-06-09T16:52:32.000Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,449871,2023-05-01T19:36:30.971Z,Snapshot 2 — Post Settling (2023),reply
109368058611063921,bronakins,sfba.social,109332975508243796,2023-04-30T03:46:43.000Z,Snapshot 2 — Post Settling (2023),reply
